Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
315.000000	12	class2	------	2.000000	0.477600	0.508978	0.575581	0.137600	0.127846	0.356598	1.140456	1.000000	0.131649	0.017957	0.079200	0.872154	0.145803	0.004456	0.508978	
315.000000	13	class2	------	3.000000	0.470800	0.512469	0.872340	0.018800	0.005254	0.173300	5.746441	1.000000	0.030059	0.024938	0.016400	0.994746	0.030191	0.006188	0.512469	
------	------	------	14.000000	3.071429	0.481657	0.503585	0.589499	0.175943	0.172030	0.310887	1.653714	0.642857	0.142169	0.007170	0.097314	0.827970	0.179200	0.001779	0.503585	
316.000000	0	class1	------	13.000000	0.535200	0.500970	0.666667	0.002400	0.001497	0.058577	2.295533	1.000000	0.003431	0.001939	0.001600	0.998503	0.003436	0.000483	0.500970	
316.000000	1	class2	------	3.000000	0.469600	0.501309	0.551020	0.039200	0.037801	0.197209	1.069271	1.000000	0.039130	0.002618	0.021600	0.962199	0.040419	0.000652	0.501309	
------	------	------	2.000000	8.000000	0.502400	0.501139	0.608844	0.020800	0.019649	0.127893	1.682402	1.000000	0.021280	0.002279	0.011600	0.980351	0.021928	0.000567	0.501139	
317.000000	0	class1	------	1.000000	0.524000	0.524059	0.477528	0.498400	0.476574	0.524058	1.100965	1.000000	0.333333	0.048117	0.238000	0.523426	0.524691	0.011926	0.524059	
317.000000	1	class1	------	2.000000	0.525200	0.524707	0.478473	0.492400	0.469985	0.524681	1.105142	1.000000	0.331644	0.049415	0.235600	0.530015	0.519400	0.012247	0.524707	
317.000000	2	class1	------	2.000000	0.520000	0.496285	0.446078	0.244800	0.248170	0.425436	0.970064	0.000000	0.185336	-0.007429	0.109200	0.751830	0.240741	-0.001841	0.496285	
317.000000	3	class1	------	2.000000	0.562000	0.529926	0.551451	0.151600	0.124451	0.401705	1.480932	1.000000	0.160276	0.059852	0.083600	0.875549	0.184303	0.014834	0.529926	
317.000000	4	class1	------	2.000000	0.547600	0.508062	0.508197	0.073200	0.065886	0.276780	1.244738	1.000000	0.075980	0.016125	0.037200	0.934114	0.082011	0.003996	0.508062	
317.000000	5	class1	------	3.000000	0.550800	0.506797	0.587302	0.025200	0.019034	0.178905	1.714218	1.000000	0.031897	0.013594	0.014800	0.980966	0.032628	0.003369	0.506797	
317.000000	6	class1	------	1.000000	0.534000	0.500934	0.456825	0.143600	0.142753	0.352102	1.013087	1.000000	0.123401	0.001868	0.065600	0.857247	0.144621	0.000463	0.500934	
317.000000	7	class1	------	2.000000	0.509600	0.511031	0.464230	0.514400	0.504392	0.510799	1.043741	1.000000	0.327482	0.022063	0.238800	0.495608	0.526455	0.005468	0.511031	
317.000000	8	class2	------	8.000000	0.455200	0.501015	0.625000	0.006400	0.005291	0.085334	1.383602	1.000000	0.007289	0.002030	0.004000	0.994709	0.007321	0.000503	0.501015	
------	------	------	9.000000	2.555556	0.525378	0.511424	0.510565	0.238889	0.228504	0.364422	1.228499	0.888889	0.175182	0.022848	0.114089	0.771496	0.251352	0.005663	0.511424	
318.000000	0	class1	------	14.000000	0.552000	0.501779	1.000000	0.001600	0.000000	0.059655	INFINITY	1.000000	0.003559	0.003559	0.001600	1.000000	0.003559	0.000881	0.501779	
318.000000	1	class1	------	2.000000	0.545600	0.497513	0.396552	0.023200	0.025436	0.141217	0.804474	0.000000	0.019845	-0.004973	0.009200	0.974564	0.020463	-0.001231	0.497513	
318.000000	2	class1	------	3.000000	0.547600	0.499493	0.438596	0.022800	0.023256	0.147393	0.956406	0.000000	0.021626	-0.001014	0.010000	0.976744	0.022242	-0.000251	0.499493	
318.000000	3	class1	------	3.000000	0.550800	0.500526	0.666667	0.001200	0.000727	0.042167	2.448399	1.000000	0.001778	0.001053	0.000800	0.999273	0.001779	0.000260	0.500526	
318.000000	4	class2	------	4.000000	0.450400	0.499586	0.533333	0.012000	0.012456	0.107159	0.933555	0.000000	0.011511	-0.000828	0.006400	0.987544	0.011628	-0.000205	0.499586	
------	------	------	5.000000	5.200000	0.529280	0.499780	0.607030	0.012160	0.012375	0.099518	INFINITY	0.400000	0.011664	-0.000441	0.005600	0.987625	0.011934	-0.000109	0.499780	
319.000000	0	class1	------	3.000000	0.530800	0.499591	0.456522	0.018400	0.018783	0.132765	0.956407	0.000000	0.017588	-0.000819	0.008400	0.981217	0.017964	-0.000204	0.499591	
319.000000	1	class2	------	3.000000	0.471200	0.503173	0.764706	0.006800	0.003422	0.098659	2.854433	1.000000	0.009738	0.006345	0.005200	0.996578	0.009767	0.001580	0.503173	
------	------	------	2.000000	3.000000	0.501000	0.501382	0.610614	0.012600	0.011102	0.115712	1.905420	0.500000	0.013663	0.002763	0.006800	0.988898	0.013866	0.000688	0.501382	
320.000000	0	class1	------	1.000000	0.602800	0.570546	0.688172	0.148800	0.084857	0.454726	2.662690	1.000000	0.204964	0.141091	0.102400	0.915143	0.225949	0.034964	0.570546	
320.000000	1	class1	------	2.000000	0.542400	0.501265	0.463576	0.060400	0.059254	0.241085	1.042681	1.000000	0.057661	0.002529	0.028000	0.940746	0.061783	0.000627	0.501265	
320.000000	2	class1	------	3.000000	0.545600	0.499431	0.411765	0.006800	0.007315	0.078314	0.844572	0.000000	0.006124	-0.001137	0.002800	0.992685	0.006178	-0.000282	0.499431	
320.000000	3	class2	------	13.000000	0.454400	0.500946	0.714286	0.002800	0.001765	0.060425	2.072056	1.000000	0.003652	0.001892	0.002000	0.998235	0.003658	0.000469	0.500946	
------	------	------	4.000000	4.750000	0.536300	0.518047	0.569450	0.054700	0.038298	0.208637	1.655500	0.750000	0.068100	0.036094	0.033800	0.961702	0.074392	0.008944	0.518047	
321.000000	0	class1	------	3.000000	0.567200	0.521316	0.980000	0.020000	0.000730	0.208161	59.407080	1.000000	0.043324	0.042633	0.019600	0.999270	0.043363	0.010560	0.521316	
321.000000	1	class2	------	3.000000	0.466400	0.513139	1.000000	0.014400	0.000000	0.162103	INFINITY	1.000000	0.026277	0.026277	0.014400	1.000000	0.026277	0.006509	0.513139	
------	------	------	2.000000	3.000000	0.516800	0.517228	0.990000	0.017200	0.000365	0.185132	INFINITY	1.000000	0.034801	0.034455	0.017000	0.999635	0.034820	0.008534	0.517228	
322.000000	0	class1	------	4.000000	0.520400	0.500033	0.500000	0.000800	0.000769	0.028868	1.085071	1.000000	0.000833	0.000065	0.000400	0.999231	0.000834	0.000016	0.500033	
322.000000	1	class1	------	3.000000	0.522400	0.502118	0.857143	0.002800	0.000769	0.070713	6.510425	1.000000	0.005000	0.004236	0.002400	0.999231	0.005004	0.001057	0.502118	
322.000000	2	class2	------	3.000000	0.488800	0.508839	1.000000	0.009200	0.000000	0.132961	INFINITY	1.000000	0.017679	0.017679	0.009200	1.000000	0.017679	0.004412	0.508839	
------	------	------	3.000000	3.333333	0.510533	0.503663	0.785714	0.004267	0.000512	0.077514	INFINITY	1.000000	0.007837	0.007327	0.004000	0.999488	0.007839	0.001829	0.503663	
323.000000	0	class1	------	12.000000	0.548000	0.505095	0.666667	0.012000	0.007353	0.131965	2.385965	1.000000	0.017391	0.010191	0.008000	0.992647	0.017544	0.002528	0.505095	
323.000000	1	class1	------	12.000000	0.547200	0.504289	0.633333	0.012000	0.008088	0.128576	2.060606	1.000000	0.016507	0.008578	0.007600	0.991912	0.016667	0.002128	0.504289	
323.000000	2	class2	------	3.000000	0.460800	0.504057	0.772727	0.008800	0.004386	0.111558	2.850000	1.000000	0.012454	0.008114	0.006800	0.995614	0.012500	0.002013	0.504057	
------	------	------	3.000000	9.000000	0.518667	0.504481	0.690909	0.010933	0.006609	0.124033	2.432190	1.000000	0.015451	0.008961	0.007467	0.993391	0.015570	0.002223	0.504481	
324.000000	0	class1	------	11.000000	0.544800	0.500940	0.533333	0.006000	0.005143	0.083592	1.365609	1.000000	0.006981	0.001880	0.003200	0.994857	0.007024	0.000466	0.500940	
324.000000	1	class2	------	3.000000	0.468400	0.510897	0.785714	0.022400	0.010536	0.178853	3.068577	1.000000	0.032047	0.021794	0.017600	0.989464	0.032329	0.005405	0.510897	
------	------	------	2.000000	7.000000	0.506600	0.505919	0.659524	0.014200	0.007839	0.131223	2.217093	1.000000	0.019514	0.011837	0.010400	0.992161	0.019676	0.002936	0.505919	
325.000000	0	class1	------	3.000000	0.542000	0.496231	0.372881	0.023600	0.027007	0.137634	0.720880	0.000000	0.018852	-0.007538	0.008800	0.972993	0.019469	-0.001867	0.496231	
325.000000	1	class2	------	3.000000	0.455200	0.501059	0.571429	0.022400	0.021239	0.151200	1.099757	1.000000	0.022956	0.002119	0.012800	0.978761	0.023358	0.000525	0.501059	
325.000000	2	class2	------	3.000000	0.464400	0.509221	0.682353	0.034000	0.023894	0.203284	1.771830	1.000000	0.041518	0.018442	0.023200	0.976106	0.042336	0.004568	0.509221	
------	------	------	3.000000	3.000000	0.487200	0.502170	0.542221	0.026667	0.024047	0.164039	1.197489	0.666667	0.027775	0.004341	0.014933	0.975953	0.028387	0.001075	0.502170	
326.000000	0	class1	------	4.000000	0.546800	0.496697	0.222222	0.007200	0.010167	0.059377	0.350337	0.000000	0.003518	-0.006605	0.001600	0.989833	0.003562	-0.001634	0.496697	
326.000000	1	class1	------	3.000000	0.545200	0.495738	0.294118	0.013600	0.017429	0.093539	0.510908	0.000000	0.008718	-0.008524	0.004000	0.982571	0.008905	-0.002109	0.495738	
326.000000	2	class2	------	3.000000	0.452000	0.501310	0.594595	0.014800	0.013357	0.125552	1.196127	1.000000	0.015805	0.002620	0.008800	0.986643	0.015977	0.000648	0.501310	
326.000000	3	class2	------	3.000000	0.454000	0.500579	0.557692	0.041600	0.040962	0.200986	1.028291	1.000000	0.040759	0.001159	0.023200	0.959038	0.042121	0.000287	0.500579	
326.000000	4	class2	------	2.000000	0.454800	0.503277	0.620690	0.023200	0.019590	0.160099	1.334522	1.000000	0.025733	0.006553	0.014400	0.980410	0.026144	0.001621	0.503277	
------	------	------	5.000000	3.000000	0.490560	0.499520	0.457863	0.020080	0.020301	0.127911	0.884037	0.600000	0.018907	-0.000960	0.010400	0.979699	0.019342	-0.000237	0.499520	
327.000000	0	class1	------	10.000000	0.531200	0.500852	1.000000	0.000800	0.000000	0.041274	INFINITY	1.000000	0.001704	0.001704	0.000800	1.000000	0.001704	0.000424	0.500852	
327.000000	1	class1	------	3.000000	0.530800	0.500572	0.571429	0.002800	0.002262	0.058305	1.505963	1.000000	0.003398	0.001145	0.001600	0.997738	0.003407	0.000285	0.500572	
327.000000	2	class2	------	2.000000	0.471600	0.501055	0.564103	0.015600	0.014480	0.127871	1.145772	1.000000	0.016381	0.002111	0.008800	0.985520	0.016591	0.000526	0.501055	
327.000000	3	class2	------	4.000000	0.472000	0.501725	0.607143	0.011200	0.009370	0.112696	1.368298	1.000000	0.012715	0.003451	0.006800	0.990630	0.012821	0.000860	0.501725	
327.000000	4	class2	------	12.000000	0.472000	0.501677	0.600000	0.012000	0.010221	0.115913	1.328054	1.000000	0.013453	0.003353	0.007200	0.989779	0.013575	0.000835	0.501677	
------	------	------	5.000000	6.200000	0.495520	0.501176	0.668535	0.008480	0.007267	0.091212	INFINITY	1.000000	0.009530	0.002353	0.005040	0.992733	0.009619	0.000586	0.501176	
328.000000	0	class1	------	2.000000	0.500400	0.500469	0.459265	0.500800	0.500370	0.500468	1.001875	1.000000	0.315241	0.000938	0.230000	0.499630	0.501308	0.000233	0.500469	
328.000000	1	class1	------	3.000000	0.544800	0.505184	0.595745	0.018800	0.014043	0.155141	1.738356	1.000000	0.024014	0.010369	0.011200	0.985957	0.024412	0.002575	0.505184	
328.000000	2	class1	------	2.000000	0.535600	0.496419	0.387097	0.024800	0.028086	0.142606	0.745010	0.000000	0.020253	-0.007162	0.009600	0.971914	0.020924	-0.001778	0.496419	
328.000000	3	class1	------	10.000000	0.543200	0.502711	0.619048	0.008400	0.005913	0.106146	1.916848	1.000000	0.011255	0.005421	0.005200	0.994087	0.011334	0.001346	0.502711	
328.000000	4	class1	------	2.000000	0.549600	0.529729	0.516381	0.256400	0.229120	0.471656	1.259507	1.000000	0.227179	0.059458	0.132400	0.770880	0.288579	0.014764	0.529729	
328.000000	5	class1	------	3.000000	0.543600	0.508854	0.515464	0.077600	0.069475	0.284828	1.254893	1.000000	0.080580	0.017709	0.040000	0.930525	0.087184	0.004397	0.508854	
328.000000	6	class2	------	2.000000	0.464800	0.504481	0.659574	0.018800	0.013949	0.150308	1.642507	1.000000	0.022644	0.008963	0.012400	0.986051	0.022912	0.002225	0.504481	
328.000000	7	class2	------	3.000000	0.492000	0.513814	0.570220	0.236400	0.221447	0.440362	1.124765	1.000000	0.209708	0.027629	0.134800	0.778553	0.249076	0.006860	0.513814	
328.000000	8	class2	------	3.000000	0.464800	0.502026	0.561983	0.048400	0.046207	0.218944	1.087674	1.000000	0.048364	0.004051	0.027200	0.953793	0.050259	0.001006	0.502026	
328.000000	9	class2	------	3.000000	0.487200	0.523052	0.712575	0.066800	0.041848	0.290296	2.101703	1.000000	0.084939	0.046104	0.047600	0.958152	0.087953	0.011448	0.523052	
328.000000	10	class2	------	3.000000	0.460400	0.498890	0.524390	0.032800	0.034002	0.175216	0.934694	0.000000	0.030891	-0.002221	0.017200	0.965998	0.031781	-0.000551	0.498890	
328.000000	11	class2	------	2.000000	0.487200	0.508583	0.558872	0.241200	0.231909	0.437393	1.074024	1.000000	0.208153	0.017167	0.134800	0.768091	0.249076	0.004263	0.508583	
328.000000	12	class2	------	3.000000	0.459600	0.498084	0.512195	0.032800	0.034874	0.173088	0.890133	0.000000	0.030151	-0.003831	0.016800	0.965126	0.031042	-0.000951	0.498084	
328.000000	13	class2	------	2.000000	0.490400	0.520301	0.613833	0.138800	0.116827	0.372876	1.347536	1.000000	0.143241	0.040601	0.085200	0.883173	0.157428	0.010081	0.520301	
328.000000	14	class2	------	3.000000	0.486400	0.486340	0.527622	0.499600	0.514385	0.486340	0.946889	0.000000	0.339166	-0.027320	0.263600	0.485615	0.487066	-0.006784	0.486340	
------	------	------	15.000000	3.066667	0.500667	0.506596	0.555618	0.146827	0.140164	0.293711	1.271094	0.733333	0.119719	0.013192	0.077867	0.859836	0.153356	0.003276	0.506596	
329.000000	0	class1	------	4.000000	0.524800	0.501373	0.666667	0.003600	0.002292	0.070896	2.198153	1.000000	0.005025	0.002746	0.002400	0.997708	0.005038	0.000685	0.501373	
329.000000	1	class2	------	12.000000	0.480000	0.503400	0.909091	0.004400	0.000840	0.087367	9.098549	1.000000	0.007634	0.006800	0.004000	0.999160	0.007639	0.001696	0.503400	
------	------	------	2.000000	8.000000	0.502400	0.502386	0.787879	0.004000	0.001566	0.079132	5.648351	1.000000	0.006329	0.004773	0.003200	0.998434	0.006339	0.001191	0.502386	
330.000000	0	class1	------	3.000000	0.534800	0.499191	0.450549	0.036400	0.037147	0.184956	0.956430	0.000000	0.034053	-0.001619	0.016400	0.962853	0.035529	-0.000402	0.499191	
330.000000	1	class1	------	3.000000	0.543600	0.506683	0.638298	0.018800	0.012630	0.160213	2.058314	1.000000	0.025619	0.013367	0.012000	0.987370	0.025997	0.003322	0.506683	
330.000000	2	class2	------	2.000000	0.472000	0.508917	0.760000	0.020000	0.010399	0.167147	2.714958	1.000000	0.027982	0.017833	0.015200	0.989601	0.028232	0.004432	0.508917	
330.000000	3	class2	------	2.000000	0.459600	0.496289	0.454545	0.022000	0.025997	0.134502	0.714463	0.000000	0.018169	-0.007423	0.010000	0.974003	0.018574	-0.001845	0.496289	
------	------	------	4.000000	2.500000	0.502500	0.502770	0.575848	0.024300	0.021543	0.161705	1.611041	0.500000	0.026456	0.005540	0.013400	0.978457	0.027083	0.001377	0.502770	
331.000000	0	class1	------	12.000000	0.541200	0.499397	0.333333	0.002400	0.002952	0.041732	0.591703	0.000000	0.001741	-0.001205	0.000800	0.997048	0.001747	-0.000299	0.499397	
331.000000	1	class2	------	1.000000	0.486000	0.485697	0.527866	0.502400	0.517904	0.485684	0.944768	0.000000	0.340349	-0.028605	0.265200	0.482096	0.489299	-0.007101	0.485697	
331.000000	2	class2	------	3.000000	0.490800	0.512053	0.566129	0.248000	0.234934	0.445178	1.102608	1.000000	0.216133	0.024106	0.140400	0.765066	0.259041	0.005984	0.512053	
331.000000	3	class2	------	2.000000	0.519600	0.519469	0.561208	0.503200	0.482096	0.519466	1.080766	1.000000	0.370215	0.038937	0.282400	0.517904	0.521033	0.009666	0.519469	
331.000000	4	class2	------	3.000000	0.477600	0.507320	0.566757	0.146800	0.138865	0.363578	1.105433	1.000000	0.137384	0.014641	0.083200	0.861135	0.153506	0.003634	0.507320	
331.000000	5	class2	------	2.000000	0.471600	0.507606	0.594444	0.072000	0.063755	0.271905	1.238589	1.000000	0.074930	0.015211	0.042800	0.936245	0.078967	0.003776	0.507606	
331.000000	6	class2	------	3.000000	0.461200	0.502275	0.642857	0.011200	0.008734	0.114752	1.521033	1.000000	0.013187	0.004551	0.007200	0.991266	0.013284	0.001130	0.502275	
331.000000	7	class2	------	2.000000	0.508800	0.538742	0.673025	0.146800	0.104803	0.403960	1.739330	1.000000	0.167458	0.077484	0.098800	0.895197	0.182288	0.019234	0.538742	
331.000000	8	class2	------	3.000000	0.493600	0.515245	0.573071	0.243600	0.227074	0.446182	1.134275	1.000000	0.216099	0.030490	0.139600	0.772926	0.257565	0.007569	0.515245	
331.000000	9	class2	------	2.000000	0.464400	0.500761	0.547619	0.067200	0.066376	0.251774	1.022917	1.000000	0.064291	0.001521	0.036800	0.933624	0.067897	0.000378	0.500761	
331.000000	10	class2	------	10.000000	0.457200	0.498991	0.333333	0.002400	0.003493	0.038352	0.422509	0.000000	0.001472	-0.002017	0.000800	0.996507	0.001476	-0.000501	0.498991	
------	------	------	11.000000	3.909091	0.488364	0.507960	0.538149	0.176909	0.168272	0.307506	1.082175	0.727273	0.145751	0.015919	0.099818	0.831728	0.184191	0.003952	0.507960	
332.000000	0	class1	------	3.000000	0.526400	0.496301	0.310345	0.011600	0.015072	0.086931	0.509079	0.000000	0.007544	-0.007399	0.003600	0.984928	0.007673	-0.001843	0.496301	
332.000000	1	class2	------	4.000000	0.469600	0.500377	1.000000	0.000400	0.000000	0.027451	INFINITY	1.000000	0.000754	0.000754	0.000400	1.000000	0.000754	0.000188	0.500377	
------	------	------	2.000000	3.500000	0.498000	0.498339	0.655172	0.006000	0.007536	0.057191	INFINITY	0.500000	0.004149	-0.003323	0.002000	0.992464	0.004213	-0.000828	0.498339	
333.000000	0	class1	------	3.000000	0.548800	0.510948	0.716981	0.021200	0.011119	0.180687	2.969128	1.000000	0.032590	0.021895	0.015200	0.988881	0.033015	0.005440	0.510948	
333.000000	1	class1	------	4.000000	0.540400	0.500996	0.666667	0.002400	0.001483	0.058907	2.344049	1.000000	0.003469	0.001993	0.001600	0.998517	0.003475	0.000495	0.500996	
333.000000	2	class2	------	3.000000	0.467200	0.503942	0.593407	0.036400	0.032146	0.196832	1.245247	1.000000	0.038961	0.007884	0.021600	0.967854	0.040030	0.001959	0.503942	
333.000000	3	class2	------	2.000000	0.482000	0.501014	0.541538	0.260000	0.258905	0.439746	1.007836	1.000000	0.213722	0.002029	0.140800	0.741095	0.260934	0.000504	0.501014	
333.000000	4	class2	------	3.000000	0.469200	0.502990	0.559783	0.073600	0.070374	0.266420	1.084965	1.000000	0.072028	0.005979	0.041200	0.929626	0.076353	0.001485	0.502990	
333.000000	5	class2	------	1.000000	0.476000	0.503042	0.549118	0.158800	0.155517	0.369418	1.039123	1.000000	0.142670	0.006084	0.087200	0.844483	0.161601	0.001512	0.503042	
333.000000	6	class2	------	1.000000	0.478000	0.506489	0.562500	0.140800	0.133797	0.356563	1.097003	1.000000	0.131737	0.012979	0.079200	0.866203	0.146775	0.003224	0.506489	
333.000000	7	class2	------	2.000000	0.473600	0.511594	0.811321	0.021200	0.008688	0.177760	3.668866	1.000000	0.031641	0.023187	0.017200	0.991312	0.031875	0.005760	0.511594	
333.000000	8	class2	------	13.000000	0.459600	0.499131	0.000000	0.000800	0.001738	0.000000	0.000000	0.000000	0.000000	-0.001738	0.000000	0.998262	0.000000	-0.000432	0.499131	
333.000000	9	class2	------	2.000000	0.519600	0.519086	0.558268	0.508000	0.487402	0.519046	1.078318	1.000000	0.371204	0.038172	0.283600	0.512598	0.525574	0.009483	0.519086	
333.000000	10	class2	------	1.000000	0.487600	0.516086	0.596045	0.141600	0.124240	0.370107	1.258954	1.000000	0.141421	0.032172	0.084400	0.875760	0.156412	0.007993	0.516086	
333.000000	11	class2	------	3.000000	0.460800	0.498904	0.510638	0.018800	0.019983	0.132043	0.890321	0.000000	0.017493	-0.002192	0.009600	0.980017	0.017791	-0.000544	0.498904	
------	------	------	12.000000	3.166667	0.488567	0.506185	0.555522	0.115300	0.108783	0.255627	1.473651	0.833333	0.099745	0.012370	0.065133	0.891217	0.121153	0.003073	0.506185	
